paper_id,elo_rating
d3f8d5a9c48ee9f338f25f1be5f3adc7fd5dd855,1999.4200733623456
2d906cda427cb2c4a71069423312e57ba4cd5445,1850.7420366886834
765051eee0fb1394b62555edb86ba1f7a00892fb,1849.8632811906466
69535d3c6ff3238f8e7b2b29c1d40ea9d9d7914f,1839.019526126386
4aef44e4aeaf28868ae2f1fff2c4eb19ff4df1f6,1830.7991670152926
24d9d00b91f99dde3c9a0ea5c79e63f2ed26151c,1811.6704643921807
1122b654f8b47c1aa9c04ff6bbe7561c798e2ad0,1684.0025906467354
04c05c6acc970f2ca89af8e436b8dd8189396146,1658.600749078933
7d6168fbd3ed72f9098573007f4b8c2ec9e576b9,1648.6055074540268
668075792a7ab40457d92e09da28d35c879271c3,1623.2217266400844
0fe8f2f55046ad0b8d6337f57a78466790923264,1573.5311504626159
59084df7203c6be33838ba3e3854eb9bda053ed2,1553.5938050209518
900cd128482bbab4d2752d01ce80c55498b78dd2,1539.321655050951
dd4cfde3e135f799a9a71b4f57e13a29de89f7e3,1481.8483685108738
668858489bbec3ce45f7a84a6a557b329f9ec91a,1480.9063720418478
82f59319e581cdfe16a97fe29bec6215ad818a81,1462.9859460199093
10feab31bb9e71a0f1094fb00c0554abfb992c4d,1458.276299666511
3646acd0dc49a00d38517abccfc3a54cb78bbadc,1285.9216164762875
bde841b0dbbf7a15ee69966a828c7fe2cf532ad9,1282.0390343258548
4f0e4a313a3f777b4b6aab4f364b9bc51a6aacc9,1231.618642361358
aa89c6bf86486e180833037333555e3492b15c8e,1220.6046635881426
c78350e81298ca87bc1d59b466fa40081232caaa,1194.5017457702045
6c00f661c46391642208a5292f38b5a9e0e09cae,1191.5890735823118
1f45c9d4d92c51a94c984eb4c2c6e027bbf78038,1161.5527693495646
8db1d30ac06dde4bd19d0a86241137ac2be21552,1061.1092491609943
95d638e7705ec561382268405bc488df4c26c7f7,1024.654486016307
